wkmrid , wkmridVersioned , accessionNumber , serialCode , kitabooId , isbn10 , isbn13 , electronicIsbn10 , electronicIsbn13 , doi , issn , assetVersion , product , status , productVersion
wkmrid_458 , wkmridversioned_458 ,  01382521/2nd_Edition/3  , 01382521  , kitabooId_458 , 0-7817-6770-9 , 978-0-7817-6770-5 , 0-7817-6770-9 , 978-0-7817-6770-5 , doi_458 , issn_458 , assetVersion_458 , FILIV  , beta , beta
wkmrid_459 , wkmridversioned_459 ,  01720454/1st_Edition/5  , 01720454  , kitabooId_459 ,  , 978-1-932603-88-0 ,  , 978-1-932603-88-0 , doi_459 , issn_459 , assetVersion_459 , VUSJJ  , beta , beta
wkmrid_460 , wkmridversioned_460 ,  01282435/1st_Edition/4  , 01282435  , kitabooId_460 , 0-387-23225-7 , 978-0-387-23225-6 , 0-387-23225-7 , 978-0-387-23225-6 , doi_460 , issn_460 , assetVersion_460 , GJQXQ  , beta , beta
wkmrid_461 , wkmridversioned_461 ,  01337243/1st_Edition/3  , 01337243  , kitabooId_461 , 0-89603-737-1 , 978-0-89603-737-3 , 0-89603-737-1 , 978-0-89603-737-3 , doi_461 , issn_461 , assetVersion_461 , BTKCW  , beta , beta
wkmrid_462 , wkmridversioned_462 ,  01337362/1st_Edition/3  , 01337362  , kitabooId_462 , 0-89603-891-2 , 978-0-89603-891-2 , 0-89603-891-2 , 978-0-89603-891-2 , doi_462 , issn_462 , assetVersion_462 , VYOKW  , beta , beta
wkmrid_463 , wkmridversioned_463 ,  02054604/1st_Edition/2  , 02054604  , kitabooId_463 ,  , 978-1-61676-503-3 ,  , 978-1-61676-503-3 , doi_463 , issn_463 , assetVersion_463 , CAOQK  , beta , beta
wkmrid_464 , wkmridversioned_464 ,  01720107/1st_Edition/2  , 01720107  , kitabooId_464 ,  , 978-0-19-959655-3 ,  , 978-0-19-959655-3 , doi_464 , issn_464 , assetVersion_464 , PXOXM  , beta , beta
wkmrid_465 , wkmridversioned_465 ,  01437725/1st_Edition/4  , 01437725  , kitabooId_465 , 0-7637-6579-1 , 978-0-7637-6579-8 , 0-7637-6579-1 , 978-0-7637-6579-8 , doi_465 , issn_465 , assetVersion_465 , DRVBP  , beta , beta
wkmrid_466 , wkmridversioned_466 ,  01437822/2nd_Edition/5  , 01437822  , kitabooId_466 ,  , 978-0-9819379-2-2 ,  , 978-0-9819379-2-2 , doi_466 , issn_466 , assetVersion_466 , MSSOI  , beta , beta
wkmrid_467 , wkmridversioned_467 ,  02075954/3rd_Edition/3  , 02075954  , kitabooId_467 ,  , 978-1-940325-40-8 ,  , 978-1-940325-40-8 , doi_467 , issn_467 , assetVersion_467 , THRLN  , beta , beta
wkmrid_468 , wkmridversioned_468 ,  02054603/9th_Edition/2  , 02054603  , kitabooId_468 ,  , 978-1-61676-542-2 ,  , 978-1-61676-542-2 , doi_468 , issn_468 , assetVersion_468 , YTKUN  , beta , beta
wkmrid_469 , wkmridversioned_469 ,  01434549/1st_Edition/5  , 01434549  , kitabooId_469 , 0-85199-084-3 , 978-0-85199-084-2 , 0-85199-084-3 , 978-0-85199-084-2 , doi_469 , issn_469 , assetVersion_469 , QVKAF  , beta , beta
wkmrid_470 , wkmridversioned_470 ,  02107266/3rd_Edition/2  , 02107266  , kitabooId_470 ,  , 978-1-5804-0648-2 ,  , 978-1-5804-0648-2 , doi_470 , issn_470 , assetVersion_470 , UWCQF  , beta , beta
wkmrid_471 , wkmridversioned_471 ,  02107279/1st_Edition/3  , 02107279  , kitabooId_471 ,  , 978-1-58040-478-5 ,  , 978-1-58040-478-5 , doi_471 , issn_471 , assetVersion_471 , JBNNB  , beta , beta
wkmrid_472 , wkmridversioned_472 ,  02196206/1st_Edition/3  , 02196206  , kitabooId_472 ,  , 978-1-4988-2785-0 ,  , 978-1-4988-2785-0 , doi_472 , issn_472 , assetVersion_472 , GCPJE  , beta , beta
wkmrid_473 , wkmridversioned_473 ,  01974515/1st_Edition/3  , 01974515  , kitabooId_473 ,  , 978-0-8261-2984-0 ,  , 978-0-8261-2984-0 , doi_473 , issn_473 , assetVersion_473 , QNYSM  , beta , beta
wkmrid_474 , wkmridversioned_474 ,  02196207/1st_Edition/2  , 02196207  , kitabooId_474 ,  , 978-1-4988-2948-9 ,  , 978-1-4988-2948-9 , doi_474 , issn_474 , assetVersion_474 , TLBKJ  , beta , beta
wkmrid_475 , wkmridversioned_475 ,  01436015/1st_Edition/2  , 01436015  , kitabooId_475 ,  , 978-3-540-48595-7 ,  , 978-3-540-48595-7 , doi_475 , issn_475 , assetVersion_475 , NEUOR  , beta , beta
wkmrid_476 , wkmridversioned_476 ,  01434933/1st_Edition/3  , 01434933  , kitabooId_476 , 0-85404-247-4 , 978-0-85404-247-0 , 0-85404-247-4 , 978-0-85404-247-0 , doi_476 , issn_476 , assetVersion_476 , YUMYT  , beta , beta
wkmrid_477 , wkmridversioned_477 ,  01434920/1st_Edition/4  , 01434920  , kitabooId_477 ,  , 978-0-85404-252-4 ,  , 978-0-85404-252-4 , doi_477 , issn_477 , assetVersion_477 , OYQCP  , beta , beta
wkmrid_478 , wkmridversioned_478 ,  01434420/2nd_Edition/7  , 01434420  , kitabooId_478 , 0-85199-654-X ,  , 0-85199-654-X ,  , doi_478 , issn_478 , assetVersion_478 , LYYRH  , beta , beta
wkmrid_479 , wkmridversioned_479 ,  01867005/1st_Edition/2  , 01867005  , kitabooId_479 ,  , 978-1-78064-263-5 ,  , 978-1-78064-263-5 , doi_479 , issn_479 , assetVersion_479 , SVXLN  , beta , beta
wkmrid_480 , wkmridversioned_480 ,  01626534/1st_Edition/2  , 01626534  , kitabooId_480 ,  , 978-1-84593-798-0 ,  , 978-1-84593-798-0 , doi_480 , issn_480 , assetVersion_480 , TBPQO  , beta , beta
wkmrid_481 , wkmridversioned_481 ,  02196208/1st_Edition/3  , 02196208  , kitabooId_481 ,  , 978-1-4988-2578-8 ,  , 978-1-4988-2578-8 , doi_481 , issn_481 , assetVersion_481 , BKYXT  , beta , beta
wkmrid_482 , wkmridversioned_482 ,  01720396/1st_Edition/4  , 01720396  , kitabooId_482 ,  , 978-1-936287-43-7 ,  , 978-1-936287-43-7 , doi_482 , issn_482 , assetVersion_482 , TNQJO  , beta , beta
wkmrid_483 , wkmridversioned_483 ,  01720108/1st_Edition/3  , 01720108  , kitabooId_483 ,  , 978-0-19-959067-4 ,  , 978-0-19-959067-4 , doi_483 , issn_483 , assetVersion_483 , OFYTM  , beta , beta
wkmrid_484 , wkmridversioned_484 ,  01435854/1st_Edition/2  , 01435854  , kitabooId_484 ,  , 978-1-84800-226-5 ,  , 978-1-84800-226-5 , doi_484 , issn_484 , assetVersion_484 , ORDAE  , beta , beta
wkmrid_485 , wkmridversioned_485 ,  01437472/3rd_Edition/3  , 01437472  , kitabooId_485 , 1 84593 127 0 , 978 1 84593 127 8 , 1 84593 127 0 , 978 1 84593 127 8 , doi_485 , issn_485 , assetVersion_485 , CWLMX  , beta , beta
wkmrid_486 , wkmridversioned_486 ,  01256945/2nd_Edition/1  , 01256945  , kitabooId_486 , 0 19 263184 5 ,  , 0 19 263184 5 ,  , doi_486 , issn_486 , assetVersion_486 , JHVBG  , beta , beta
wkmrid_487 , wkmridversioned_487 ,  01276464/2nd_Edition/2  , 01276464  , kitabooId_487 , 0-7817-4842-9 , 978-0-7817-4842-1 , 0-7817-4842-9 , 978-0-7817-4842-1 , doi_487 , issn_487 , assetVersion_487 , ILYMA  , beta , beta
wkmrid_488 , wkmridversioned_488 ,  01720115/1st_Edition/2  , 01720115  , kitabooId_488 ,  , 978-0-19-958464-2 ,  , 978-0-19-958464-2 , doi_488 , issn_488 , assetVersion_488 , WLCVP  , beta , beta
wkmrid_489 , wkmridversioned_489 ,  01720110/1st_Edition/2  , 01720110  , kitabooId_489 ,  , 978-0-19-958897-8 ,  , 978-0-19-958897-8 , doi_489 , issn_489 , assetVersion_489 , BASQM  , beta , beta
wkmrid_490 , wkmridversioned_490 ,  01438924/1st_Edition/4  , 01438924  , kitabooId_490 , 0-7279-1276-3 , 978-0-7279-1276-3 , 0-7279-1276-3 , 978-0-7279-1276-3 , doi_490 , issn_490 , assetVersion_490 , OKYDR  , beta , beta
wkmrid_491 , wkmridversioned_491 ,  01720113/1st_Edition/2  , 01720113  , kitabooId_491 ,  , 978-0-19-957025-6 ,  , 978-0-19-957025-6 , doi_491 , issn_491 , assetVersion_491 , EMWHL  , beta , beta
wkmrid_492 , wkmridversioned_492 ,  01694315/1st_Edition/3  , 01694315  , kitabooId_492 ,  , 978-1-444-12153-7 ,  , 978-1-444-12153-7 , doi_492 , issn_492 , assetVersion_492 , RBHOU  , beta , beta
wkmrid_493 , wkmridversioned_493 ,  01635001/1st_Edition/3  , 01635001  , kitabooId_493 ,  , 978-0-521-27986-4 ,  , 978-0-521-27986-4 , doi_493 , issn_493 , assetVersion_493 , XQEHY  , beta , beta
wkmrid_494 , wkmridversioned_494 ,  01635000/1st_Edition/3  , 01635000  , kitabooId_494 ,  , 978-1-107-00259-3 ,  , 978-1-107-00259-3 , doi_494 , issn_494 , assetVersion_494 , KTUYR  , beta , beta
wkmrid_495 , wkmridversioned_495 ,  01438925/3rd_Edition/2  , 01438925  , kitabooId_495 , 1-4051-4938-8 , 978-1-4051-4938-9 , 1-4051-4938-8 , 978-1-4051-4938-9 , doi_495 , issn_495 , assetVersion_495 , VRRMR  , beta , beta
wkmrid_496 , wkmridversioned_496 ,  01436016/1st_Edition/2  , 01436016  , kitabooId_496 , 3-540-33822-5 , 978-3-540-33822-2 , 3-540-33822-5 , 978-3-540-33822-2 , doi_496 , issn_496 , assetVersion_496 , MROAS  , beta , beta
wkmrid_497 , wkmridversioned_497 ,  01720569/3rd_Edition/2  , 01720569  , kitabooId_497 ,  , 978-1-107-60159-8 ,  , 978-1-107-60159-8 , doi_497 , issn_497 , assetVersion_497 , BQOYC  , beta , beta
wkmrid_498 , wkmridversioned_498 ,  02186201/4th_Edition/3  , 02186201  , kitabooId_498 ,  , 9781108710527 ,  , 9781108710527 , doi_498 , issn_498 , assetVersion_498 , KLDLV  , beta , beta
wkmrid_499 , wkmridversioned_499 ,  01626568/1st_Edition/2  , 01626568  , kitabooId_499 ,  , 978-1-78084-074-1 ,  , 978-1-78084-074-1 , doi_499 , issn_499 , assetVersion_499 , MSRDX  , beta , beta
